id,class_of_business_group_id,class_of_business,created_at,created_by,updated_at,updated_by,IsPL,IsGL,isBOP,is_active,row
245,8,Web Development,6/12/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,FALSE,242
246,4,Website Design,6/12/2018,V9.0.91,,V9.0.91,TRUE,FALSE,FALSE,TRUE,243
247,8,Wholesale Services,6/12/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,FALSE,244
248,8,Wind Mitigation Inspections,6/12/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,FALSE,245
249,8,Window Cleaning (Nothing Above 15 feet),6/12/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,FALSE,246
250,2,Audiology,9/11/2018,V9.0.91,,V9.0.91,TRUE,FALSE,FALSE,TRUE,247
251,2,First Aid and CPR Training,9/11/2018,V9.0.91,,V9.0.91,TRUE,FALSE,FALSE,TRUE,248
252,2,Personal Trainer (Health & Fitness),9/11/2018,V9.0.91,,V9.0.91,TRUE,FALSE,FALSE,TRUE,249
253,2,Social Work Services,9/11/2018,V9.0.91,,V9.0.91,TRUE,FALSE,FALSE,TRUE,250
254,2,Yoga/Pilates Instruction,9/11/2018,V9.0.91,,V9.0.91,TRUE,FALSE,FALSE,TRUE,251
255,8,Sales Representative,9/11/2018,V9.0.91,9/14/2018,V9.0.91,TRUE,FALSE,FALSE,TRUE,252
257,8,Personal Care Aides,9/11/2018,V9.0.91,9/14/2018,V9.0.91,TRUE,FALSE,FALSE,TRUE,253
259,8,Auctioneering,9/11/2018,V9.0.91,9/14/2018,V9.0.91,TRUE,FALSE,FALSE,TRUE,254
260,8,Medical Billing,9/11/2018,V9.0.91,9/14/2018,V9.0.91,TRUE,FALSE,FALSE,TRUE,255
261,8,Personal Concierge/Assistant,9/11/2018,V9.0.91,9/11/2018,V9.0.91,TRUE,FALSE,FALSE,TRUE,256
262,8,Domain Name Registration (DNS) Services,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,257
263,8,"Hosting, facilitating and conducting electronic auctions",9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,258
264,8,Game developer,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,259
265,8,Internet content aggregator/web portal,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,260
266,8,Internet hosting services,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,261
267,8,Internet search engine,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,262
268,8,Internet Service Provider (ISP),9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,263
269,8,Internet/on-line publisher of content,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,264
270,8,Network security design and consulting,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,265
271,8,Payment processing services,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,266
272,8,Smartphone/mobile phone/tablet application development,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,267
273,8,"Systems/hardware/network installation, maintenance and support",9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,268
274,8,"Systems/network design, integration and advice",9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,269
275,8,Technology training,9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,270
276,8,"Third-party software installation, customization, and support",9/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,FALSE,FALSE,TRUE,271
279,1,Design Professional,9/18/2018,V9.0.91,,V9.0.91,FALSE,FALSE,FALSE,TRUE,272
